"id"	"repo"	"path"	"sha256"	"total"	"passed"	"failed"	"skipped"	"failing_tests"	"first_assertion_or_exception"	"classification"	"classification_source"	"successor_trx"	"reason"
"P04FR0038"	"server"	"TestResults/a3-public-focused/a3-public-r2-terminal.trx"	"1DFBE38404F716163E6F4B4B681364D4EDBFBF358B694BF2C9FEABAF65BB1F48"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3R2TerminalProjectionTests.PublicBodyPipeline_DoesNotReturnMismatchBeforeDurableFinalization"	"Assert.Equal() Failure: Values differ Expected: ContentCommitmentMismatch Actual: TemporarilyUnavailable"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0039"	"server"	"TestResults/a3-result-acceptance-v2/a3-result-acceptance-v2.trx"	"4941D809C5D332F542B3BA52BD2F94FEAD47751863961A50A05CA6973186AC82"	"3"	"1"	"2"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ResultAcceptanceTests.AcceptedEvidence_CommitsAndReplayUsesStoredPolicyVersion; TagEkyc.IntegrationTests.Tip88C1C6BA3ResultAcceptanceTests.AcceptanceWriter_DoesNotAcknowledgeRolledBackTransaction"	"Npgsql.PostgresException : 42883: function pg_catalog.min(uuid) does not exist"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0040"	"server"	"TestResults/a3-result-acceptance-v3/a3-result-acceptance-v3.trx"	"D9C84D63BC0E5D3E3A7014BBA1EBC2CE23003841F74E13F874871ED61906D21F"	"3"	"0"	"3"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ResultAcceptanceTests.AcceptedEvidence_CommitsAndReplayUsesStoredPolicyVersion; TagEkyc.IntegrationTests.Tip88C1C6BA3ResultAcceptanceTests.AcceptanceWriter_DoesNotAcknowledgeRolledBackTransaction; TagEkyc.IntegrationTests.Tip88C1C6BA3ResultAcceptanceTests.AcceptancePolicyConfiguration_IsClosedAndClientScoped"	"Npgsql.NpgsqlException : Exception while reading from stream ---- System.IO.EndOfStreamException : Attempted to read past the end of the stream."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0041"	"server"	"TestResults/a3-result-acceptance-v4/a3-result-acceptance-v4.trx"	"32C7632C3516004972CA94F76308AEFCDEF13F484A67DD50788A4DB3BAE8A20E"	"3"	"1"	"2"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ResultAcceptanceTests.AcceptanceWriter_DoesNotAcknowledgeRolledBackTransaction; TagEkyc.IntegrationTests.Tip88C1C6BA3ResultAcceptanceTests.AcceptedEvidence_CommitsAndReplayUsesStoredPolicyVersion"	"Npgsql.PostgresException : 42883: function pg_catalog.coalesce(text, unknown) does not exist"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0042"	"server"	"TestResults/a3-result-acceptance-v7/a3-result-acceptance-v7.trx"	"9E09B02ED47CEF5B0DA80944A6E458C8B8102811CDD8F31C056D9DD5AA1B83C6"	"4"	"3"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ResultAcceptanceTests.Completion_SelectsExactlyTwoAvailableSourcesInOwningTransaction"	"Assert.Equal() Failure: Values differ Expected: PendingVerification Actual: ReconciliationRequired"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0043"	"server"	"TestResults/a3-result-acceptance/a3-result-acceptance.trx"	"A5E6C8483798ED598328D313D9DDAEAB28031A919FA16E52F419826B9B964B4E"	"3"	"1"	"2"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ResultAcceptanceTests.AcceptedEvidence_CommitsAndReplayUsesStoredPolicyVersion; TagEkyc.IntegrationTests.Tip88C1C6BA3ResultAcceptanceTests.AcceptanceWriter_DoesNotAcknowledgeRolledBackTransaction"	"Npgsql.PostgresException : 42501: permission denied for table evidence_results"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0044"	"server"	"TestResults/a3-w2/a3-w2-assembly-shared-baseline.trx"	"052A84C45CAAD9748EA1434E49FF0F97681CA0ABC0A7707BE147045031971FA1"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C1ResolverAssemblyTests.A3_W2_AssemblyExactOutcomeMatrixUsesOneSharedProviderFixture"	"Amazon.S3.AmazonS3Exception : Access Denied. ---- Amazon.Runtime.Internal.HttpErrorResponseException : Exception of type 'Amazon.Runtime.Internal.HttpErrorResponseException' was thrown."	"EXCLUDED_DIAGNOSTIC"	"a3_macro_wave_w2_failed_run_census_v2.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0045"	"server"	"TestResults/a3-w2/a3-w2-horizontal-baseline.trx"	"4A6551B4AB61590332B06929257D97D3A99D655B0940A6CEE60723C71ED5171E"	"26"	"22"	"4"	"0"	"TagEkyc.IntegrationTests.Tip88C1C1ResolverAssemblyTests.A3_ASSEMBLY_P33_SelectedCommittedSourceIsUnavailableWithoutProviderRead; TagEkyc.IntegrationTests.Tip88C1C6BA3R2TerminalProjectionTests.Nps01_ProviderUnknownIsEvidenceNotAbsence; TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerClaimClusterTests.BrokerClaimFinalsTraverseSharedKestrelAgentWithoutReadingBody(row: ""O12"", expectedCode: ""RAW_EXPORT_SOURCE_CLAIM_RESTART_REQUIRED""); TagEkyc.IntegrationTests.Tip88C1C1ResolverAssemblyTests.A3_W2_DurableWorkerIsARealProductCallerWithExplicitWorkSource"	"Assert.Equal() Failure: Values differ Expected: SourceUnavailable Actual: SelectionNone"	"SUPERSEDED_RED"	"a3_macro_wave_w2_failed_run_census_v2.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0046"	"server"	"TestResults/a3-w2/a3-w2-horizontal-retry.trx"	"D49FBE25E6DBD2DBE64DEBB5150F1435642EEA5B48D4BD7B563AE5CAB6F73B7F"	"4"	"3"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerClaimClusterTests.BrokerClaimFinalsTraverseSharedKestrelAgentWithoutReadingBody(row: ""O12"", expectedCode: ""RAW_EXPORT_SOURCE_CLAIM_RESTART_REQUIRED"")"	"Assert.Equal() Failure: Collections differ ↓ (pos 0) Expected: [""alias:{\""AliasState\"": \""Bound\"", \""ProducerId\"": ""···, ""alias:{\""AliasState\"": \""Bound\"", \""ProducerId\"": ""···, ""attempt:{\""Fence\"": 1, \""KekId\"": \""fixture-kek-v1""···, ""attempt:{\""Fence\"": 1, \""KekId\"": \""fixture-kek-v1""···, ""claim:{\""RawClass\"": \""LiveSelfieImage\"", \""ClaimS""···, ···] Actual: [""alias:{\""AliasState\"": \""Bound\"", \""ProducerId\"": ""···, ""alias:{\""AliasState\"": \""Bound\"", \""ProducerId\"": ""···, ""attempt:{\""Fence\"": 1, \""KekId\"": \""fixture-kek-v1""···, ""attempt:{\""Fence\"": 1, \""KekId\"": \""fixture-kek-v1""···, ""claim:{\""RawClass\"": \""LiveSelfieImage\"", \""ClaimS""···, ···] ↑ (pos 0)"	"SUPERSEDED_RED"	"a3_macro_wave_w2_failed_run_census_v2.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0047"	"server"	"TestResults/r27-http/r27-http-arch.trx"	"72AEA3BAA3FE891ADAC641288DEED46C7DCEE30F31915FEAEEF6868EF7DDD6FD"	"151"	"149"	"2"	"0"	"TagEkyc.ArchTests.Tip88C1C5RecipientManagementArchTests.C527_model_snapshot_tripwires_are_platform_independent_and_lockstep; TagEkyc.ArchTests.Tip88C1B2R2DurableCustodyEncryptionArchTests.R2A4_no_production_raw_source_registration_or_runtime_activation_is_added"	"OBSERVED_RED:C527-THREE-TRIPWIRE-LOCKSTEP; details=C527-THREE-TRIPWIRE-LOCKSTEP: observed=sha=945FD9C6028CE3B310891F21FF3F20E033928CA8C88CDD3DEBAB09F551C7B92E;count=0"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0048"	"server"	"TestResults/r27-http/r27-http.trx"	"1DB5CE726F7BD563E5678654BE3F96B8A3037E672F9BE7D31BA0F45CF207F1BF"	"18"	"17"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressAuthDenial_DoesNotReadBodyOrInvokeA3(scenario: ""revoked-credential"", status: 403, registerA3: True)"	"Npgsql.PostgresException : P0001: TIP88C1C6BA_CURRENT_GENERATION_INCONSISTENT"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0049"	"server"	"TestResults/r27-metadata/r27-metadata-arch-full.trx"	"3092F9D8F5F99961725A8485570BFC9C226C53CB8996A409327D71B180300A0C"	"151"	"149"	"2"	"0"	"TagEkyc.ArchTests.Tip88C1C5RecipientManagementArchTests.C527_model_snapshot_tripwires_are_platform_independent_and_lockstep; TagEkyc.ArchTests.Tip88C1B2R2DurableCustodyEncryptionArchTests.R2A4_no_production_raw_source_registration_or_runtime_activation_is_added"	"OBSERVED_RED:C527-THREE-TRIPWIRE-LOCKSTEP; details=C527-THREE-TRIPWIRE-LOCKSTEP: observed=sha=945FD9C6028CE3B310891F21FF3F20E033928CA8C88CDD3DEBAB09F551C7B92E;count=0"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0050"	"server"	"tests/TagEkyc.ArchTests/TestResults/a3-ef-registration-arch.trx"	"02C710B8ABAF2E6E015902CECBCB34F0D42BC77774E8A2FC10CE7284F47C96E9"	"153"	"152"	"1"	"0"	"TagEkyc.ArchTests.Tip88C1C5RecipientManagementArchTests.C527_model_snapshot_tripwires_are_platform_independent_and_lockstep"	"OBSERVED_RED:C527-THREE-TRIPWIRE-LOCKSTEP; details=C527-THREE-TRIPWIRE-LOCKSTEP: observed=sha=7DC276ED9F1E44F840DB5680940D55F0F7C652316E2A0DA6BD2CEAF221930F5B;count=0"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0051"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/3AVNN_LEARNPC_2026-09-14_10_09_16.trx"	"D37F31AAB8B289A231812C54FC0A77AAA51B8DB216A20B0808DEE4C5CA4C11AD"	"4"	"0"	"4"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedCompletion_UsesExistingConsentWithoutEarlyExport(completed: False, withdrawn: True); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedCompletion_UsesExistingConsentWithoutEarlyExport(completed: True, withdrawn: True); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedCompletion_UsesExistingConsentWithoutEarlyExport(completed: False, withdrawn: False); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedCompletion_UsesExistingConsentWithoutEarlyExport(completed: True, withdrawn: False)"	"Npgsql.PostgresException : P0001: RAW_EXPORT_SOURCE_BINDING_INVALID"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0052"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-activation-evidence/a3-activation-evidence-affected-sentinels.trx"	"B8E616E62CEEAB2423BB689E5B1BB95BB95D9BBC39866BCF6EBACD864D4A647A"	"9"	"1"	"8"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerTransactionTests.BrokerUsesOneTransactionAndDerivedActor(scenario: ""success""); TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerTransactionTests.BrokerUsesOneTransactionAndDerivedActor(scenario: ""http-success""); TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerTransactionTests.BrokerUsesOneTransactionAndDerivedActor(scenario: ""extended-bounds""); TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerQualificationTests.OrdinaryProgramActivatedInvalidTimeBoundsStopsBeforeAnyIngress; TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerQualificationTests.OrdinaryProgramActivatedInvalidCapacityStopsBeforeAnyIngress; TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerTransactionTests.BrokerUsesOneTransactionAndDerivedActor(scenario: ""http-commit-failure""); TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerTransactionTests.BrokerUsesOneTransactionAndDerivedActor(scenario: ""preflight-failure""); TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerTransactionTests.BrokerUsesOneTransactionAndDerivedActor(scenario: ""commit-failure"")"	"Npgsql.NpgsqlException : Exception while reading from stream ---- System.IO.EndOfStreamException : Attempted to read past the end of the stream."	"EXCLUDED_DIAGNOSTIC"	"a3_activation_evidence_failed_run_census_v1.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0053"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-activation-evidence/a3-activation-evidence-attempt-a1.trx"	"D0C030A240ED243A860688769E782274BE3D77D81604ECB0A77EC316368226B1"	"7"	"5"	"2"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ApiHostGraphTests.ActivatedWithIncompleteActivationEvidenceFailsBeforeRoutesStart; TagEkyc.IntegrationTests.Tip88C1C6BA3ApiHostGraphTests.ActivatedWithValidZeroOpenActivationEvidenceStarts"	"Assert.Contains() Failure: Sub-string not found String: ""System.InvalidOperationException: CAPTURE""··· Not found: ""CAPTURE_RUNTIME_ACTIVATION_EVIDENCE_INCOM""···"	"SUPERSEDED_RED"	"a3_activation_evidence_failed_run_census_v1.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0054"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-activation-evidence/a3-activation-evidence-attempt-a2.trx"	"414C6C90CE387F596BF1E2F858119C46E583087FE6D86BF8DE8E7398D039E197"	"7"	"4"	"3"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ApiHostGraphTests.ActivatedWithIncompleteActivationEvidenceFailsBeforeRoutesStart; TagEkyc.IntegrationTests.Tip88C1C6BA3ApiHostGraphTests.ActivatedWithValidZeroOpenActivationEvidenceStarts; TagEkyc.IntegrationTests.Tip88C1C6BA3ApiHostGraphTests.ActivatedWithInvalidActivationEvidenceFailsBeforeRoutesStart(mutation: ""missing"")"	"Assert.Contains() Failure: Sub-string not found String: ""System.InvalidOperationException: CAPTURE""··· Not found: ""CAPTURE_RUNTIME_ACTIVATION_EVIDENCE_INCOM""···"	"SUPERSEDED_RED"	"a3_activation_evidence_failed_run_census_v1.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0055"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-activation-evidence/a3-activation-evidence-attempt-a3.trx"	"6416BD9D16D46851E20E4773E8644B47778CC45CB31534328AE4494844AC3632"	"7"	"6"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ApiHostGraphTests.ActivatedWithValidZeroOpenActivationEvidenceStarts"	"System.InvalidOperationException : No service for type 'TagEkyc.Infrastructure.RawExport.CaptureRuntimeRawIngressComposition+RuntimeOwners' has been registered."	"SUPERSEDED_RED"	"a3_activation_evidence_failed_run_census_v1.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0056"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-activation-evidence/a3-activation-evidence-zero-guard-red.trx"	"75EF826EC723BC88EBF2B73E9803A7D8E6849A5E8D89ED3924F0D6FF9C476174"	"7"	"6"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ApiHostGraphTests.ActivatedWithValidZeroOpenActivationEvidenceStarts"	"System.InvalidOperationException : CAPTURE_RUNTIME_ACTIVATION_EVIDENCE_INCOMPLETE"	"EVIDENCE_RED"	"a3_activation_evidence_failed_run_census_v1.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0057"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-activation-remaining/a3-bp10-lease-release-mutant.trx"	"AE76B3C7B0017DAF77202F78B36DCFAD9829DB2EB81A8B97C6DB19371C9A7D59"	"6"	"0"	"6"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3PublicAdmissionFacadeTests.BP10_BoundedWindowAndBothCountersReturnOnEveryAdmissionExit(exit: ""invalid-final""); TagEkyc.IntegrationTests.Tip88C1C6BA3PublicAdmissionFacadeTests.BP10_BoundedWindowAndBothCountersReturnOnEveryAdmissionExit(exit: ""pipeline-fault""); TagEkyc.IntegrationTests.Tip88C1C6BA3PublicAdmissionFacadeTests.BP10_BoundedWindowAndBothCountersReturnOnEveryAdmissionExit(exit: ""cancelled""); TagEkyc.IntegrationTests.Tip88C1C6BA3PublicAdmissionFacadeTests.BP10_BoundedWindowAndBothCountersReturnOnEveryAdmissionExit(exit: ""handoff""); TagEkyc.IntegrationTests.Tip88C1C6BA3PublicAdmissionFacadeTests.BP10_BoundedWindowAndBothCountersReturnOnEveryAdmissionExit(exit: ""final""); TagEkyc.IntegrationTests.Tip88C1C6BA3PublicAdmissionFacadeTests.BP10_BoundedWindowAndBothCountersReturnOnEveryAdmissionExit(exit: ""broker-fault"")"	"Assert.NotNull() Failure: Value is null"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0058"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-activation-remaining/a3-bp10-restored-joined.trx"	"3B510FFDDC9D125E373062A105723FD3FAB3DC02AE84B7848BE82920A5DA8ECE"	"7"	"6"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3PublicAdmissionFacadeTests.A3_S02_O08_CapacityGateDeniesBeforeBrokerAndReleasesSlot"	"Assert.Equal() Failure: Collections differ Expected: [""outcomeCode""] Actual: [""outcomeCode"", ""sourceArtifactId"", ""currentSourceState"", ""currentDisposition"", ""retryNotBeforeUtc""] ↑ (pos 1)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0059"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-activation-remaining/a3-o-shape-explicit-null-mutant.trx"	"23D71C98DD71EBA015329B49D79D90C1D15A8E9C473B9DD9858CCF687D03A33F"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3PublicAdmissionFacadeTests.A3_S02_O08_CapacityGateDeniesBeforeBrokerAndReleasesSlot"	"Assert.Equal() Failure: Collections differ Expected: [""outcomeCode""] Actual: [""outcomeCode"", ""sourceArtifactId"", ""currentSourceState"", ""currentDisposition"", ""retryNotBeforeUtc""] ↑ (pos 1)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0060"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-activation-remaining/a3-p05-inb-code-mutant.trx"	"9CA70493DA3B6D382FF559F879F289A17AF27899BBCD0C300F6C09FCECB3E9AC"	"2"	"1"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerTransactionTests.P05_ProviderLossInsideBReturnsO05AfterRollbackAndExactRetryCanProceed"	"Assert.Equal() Failure: Strings differ ↓ (pos 22) Expected: ""RAW_EXPORT_SOURCE_CAPABILITY_UNAVAILABLE"" Actual: ""RAW_EXPORT_SOURCE_CAPACITY_UNAVAILABLE"" ↑ (pos 22)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0061"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-activation-remaining/a3-p05-preb-code-mutant.trx"	"077A06401934C5897F1E41AD8D72E44C8475EA8BBB8202FF19FA39418BA3114D"	"2"	"1"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerQualificationTests.P05_ActiveCommitmentKeyLossReturnsO05WithoutCustodyAndRestoredKeyCanRetry"	"Assert.Equal() Failure: Strings differ ↓ (pos 22) Expected: ""RAW_EXPORT_SOURCE_CAPABILITY_UNAVAILABLE"" Actual: ""RAW_EXPORT_SOURCE_CAPACITY_UNAVAILABLE"" ↑ (pos 22)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0062"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-activation-remaining/a3-server-framing-ratified-sentinel-set2.trx"	"5B8EB54501B267680234828C65564C0605ABDA450F1A5E84D91EA78DAB58166F"	"107"	"85"	"22"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressEvaluation_RetryHorizonIsAllowedWithoutOtherFields; TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: IdempotencyBusy, status: 409, code: ""RAW_EXPORT_SOURCE_IDEMPOTENCY_BUSY""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: Available, status: 200, code: ""RAW_EXPORT_SOURCE_AVAILABLE""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: RecaptureRequired, status: 409, code: ""RECAPTURE_REQUIRED""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: ResumePending, status: 202, code: ""RAW_EXPORT_SOURCE_RESUME_PENDING""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: ReservationBusy, status: 409, code: ""RAW_EXPORT_SOURCE_RESERVATION_BUSY""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: HistoricCommitmentKeyUnavailable, status: 503, code: ""RAW_EXPORT_SOURCE_HISTORIC_COMMITMENT_KEY_UNAVAILA""···); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: CapacityUnavailable, status: 503, code: ""RAW_EXPORT_SOURCE_CAPACITY_UNAVAILABLE""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: SourceRetentionNotAuthorized, status: 403, code: ""SOURCE_RETENTION_NOT_AUTHORIZED""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: BindingInvalid, status: 403, code: ""RAW_EXPORT_SOURCE_BINDING_INVALID""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: FingerprintConflict, status: 409, code: ""RAW_EXPORT_SOURCE_FINGERPRINT_CONFLICT""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: ContentCommitmentMismatch, status: 422, code: ""CONTENT_COMMITMENT_MISMATCH""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: PlaintextRetentionInvalid, status: 422, code: ""RAW_EXPORT_SOURCE_PLAINTEXT_RETENTION_INVALID""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: AlreadyAvailable, status: 200, code: ""RAW_EXPORT_SOURCE_ALREADY_AVAILABLE""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: ArtifactSizeLimitExceeded, status: 413, code: ""RAW_EXPORT_SOURCE_ARTIFACT_SIZE_LIMIT_EXCEEDED""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: EvaluationInProgress, status: 409, code: ""RAW_EXPORT_SOURCE_CLAIM_EVALUATION_IN_PROGRESS""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: ClaimTokenInvalid, status: 403, code: ""RAW_EXPORT_SOURCE_CLAIM_TOKEN_INVALID""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: CapabilityUnavailable, status: 503, code: ""RAW_EXPORT_SOURCE_CAPABILITY_UNAVAILABLE""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: TemporarilyUnavailable, status: 503, code: ""RAW_EXPORT_SOURCE_TEMPORARILY_UNAVAILABLE""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: ClaimRestartRequired, status: 409, code: ""RAW_EXPORT_SOURCE_CLAIM_RESTART_REQUIRED""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: TransportProtocolInvalid, status: 400, code: ""RAW_EXPORT_SOURCE_TRANSPORT_PROTOCOL_INVALID""); TagEkyc.IntegrationTests.Tip88C1C6BA1RawIngressBoundaryTests.RawIngressA3Outcome_MapsWithoutReadingBody(outcome: NotFoundOrNotAllowed, status: 403, code: ""NOT_FOUND_OR_NOT_ALLOWED"")"	"System.Collections.Generic.KeyNotFoundException : The given key was not present in the dictionary."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
