"repository"	"disposition"	"sha256"	"path"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"987C78DE2D514637A89A0E0BFE5F9771CE3315F8632A636768CB6C644CCAA9E9"	"src/TagEkyc.Contracts/RawExport/RawExportControlPlaneContracts.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"AD5E068A42BFE9A23634B0EFF304DEC675C6AB3F64887DB6BE8A74D4E4EA5B88"	"src/TagEkyc.Contracts/RawExport/RecipientManagementContracts.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"942006811C333E293BD46870EE00F4D0700433C44AC8BAFB94BC3C62DDD25D71"	"src/TagEkyc.Infrastructure/Auth/PostgresHashedApiKeyStore.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"B9DC3F078A75B25DCCC981708F62560436B5406C7C71B4FE1A83ACF7BB76E34C"	"src/TagEkyc.Infrastructure/Persistence/Configurations/RawExportManagedRecipientPolicyConfig.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"97A757F7F2515BD4249760A955C2F07D3460748D1974EC378964A69785FFB257"	"src/TagEkyc.Infrastructure/Persistence/EfRawExportJobPackageProjectionReader.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"79A34F152089D8109CE525E73510B1903FF7B60B0346510013AD4AAC5D7CB309"	"src/TagEkyc.Infrastructure/Persistence/Migrations/20260923090000_RawExportAssemblyDurableWorkSource.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"35902E41EEC410B5019B18FB3B064BB50511F7F9035D3FF18C839698EC845243"	"src/TagEkyc.Infrastructure/Persistence/Migrations/20260924120000_RawExportDeliveryRecipientCredential.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"31A7B2148934E0B4F863DC92600E12F6580DD09750B68DA6CD1ED7C4B5F5606F"	"src/TagEkyc.Infrastructure/Persistence/Migrations/20260924130000_RawExportLegacyConsentClassFence.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"A6AB4230834CCED27E3804893DC3A72CF4539B835CE676C55B69E78264BE1BB3"	"src/TagEkyc.Infrastructure/Persistence/Migrations/TagEkycDbContextModelSnapshot.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"953F381165A5EF2761D67C9514BC3A92A42C7D298D16D69084507CC795439160"	"src/TagEkyc.Infrastructure/Persistence/TagEkycPersistenceServiceCollectionExtensions.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"B9CBFC8CEFC91B8755C7A60AAE2F6FFFF6A7B4B58A70922B08E56121AC9E70C5"	"src/TagEkyc.Infrastructure/ProtectedValues/ProtectedValueContracts.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"358B9EABB2BAB1AFEE62EE18030D58E14AA88EEFD76C46A69AEDCA68B1753D51"	"src/TagEkyc.Infrastructure/ProtectedValues/SecretRefProtectedValueProvider.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"AB3995E38321824FBF2CABF224894C651CD515E54DA6757F470CEA01CE81B2E5"	"src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyRuntimeInfrastructure.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"B84B1DC9C48138D97A0200602313093DC587D103F5F928D1927EB522A0D42149"	"src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyServiceCollectionExtensions.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"19D8C53A28A135FD6F455EB8DCD95F9738F9F18682EA8AB9026EE9F72C91492E"	"src/TagEkyc.Infrastructure/RawExport/RecipientManagementCodec.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"DF2493487774CAA4414C819BC24FAB70C5311C9787C1DEF61547D86C4B6B7471"	"src/TagEkyc.Infrastructure/RawExport/RecipientManagementReadinessValidator.cs"
"TagEkyc"	"PRODUCT_SOURCE_AUTHORIZED"	"0C08B58D171EB5E95B3167D538A6C4E98A4C15E546CCDFF289B71872450A2CA6"	"src/TagEkyc.Infrastructure/RawExport/RecipientManagementRepository.cs"
"TagEkyc"	"PROJECT_GRAPH"	"BF7E8AAD1A52A6619F733F10DB8C5EB5364B310C4D3A42ED329A61E6D017013A"	"TagEkyc.sln"
"TagEkyc"	"TEST_SOURCE"	"92F6396ACD81EAF9D998748A947ADDBCE6AB2F94F5247A82ECE7F9CE3CF700DC"	"tests/TagEkyc.ContractTests/Tip88C1C5RecipientManagementContractTests.cs"
"TagEkyc"	"TEST_SOURCE"	"8F3193B9E3BF6494CF581E249E7B351F43E4BCF3FC752829D53ABC3413A34172"	"tests/TagEkyc.IntegrationTests/RawExportAssemblyDurableWorkSourceTests.cs"
"TagEkyc"	"TEST_SOURCE"	"8ACBAB3283BDF90F1978EE047516AD06AE8F0EE5EAF907F46E53896346073542"	"tests/TagEkyc.IntegrationTests/RawExportClientProductionCodecCompatibilityTests.cs"
"TagEkyc"	"TEST_SOURCE"	"770CA870CA3DD1F5BD857ABCA5F80B3341611DEE551763022F03C2DEC3661BC5"	"tests/TagEkyc.IntegrationTests/RawExportControlPlaneHttpTests.cs"
"TagEkyc"	"TEST_SOURCE"	"5BEB25BE318C05E52EC909C202E5B2A9C716BDB9057667AE09121EBB8F8B35EF"	"tests/TagEkyc.IntegrationTests/RawExportDeliveryCredentialMigrationTests.cs"
"TagEkyc"	"TEST_SOURCE"	"9386F83D8B5BDF5F3CE7B9E0C1F33E0DDE2F631470B2673087086D491FC093B6"	"tests/TagEkyc.IntegrationTests/RawExportDeliverySameJobEndToEndTests.cs"
"TagEkyc"	"TEST_SOURCE"	"6A40F0807060168CDBC9AD7CDD781C5EFED422F4983ABC976759B34A34845B99"	"tests/TagEkyc.IntegrationTests/RawExportJobClientIsolationTests.cs"
"TagEkyc"	"TEST_SOURCE"	"8024A0E8B2D8CE48F6062360E0086B7A0DCF2E5217968296EDCAA465199723B5"	"tests/TagEkyc.IntegrationTests/SiteQualificationTestServices.cs"
"TagEkyc"	"TEST_SOURCE"	"E832671B9B4031BCE17228609DCD53983238F9C3E44CDEE3DD87BBA63FA17EE8"	"tests/TagEkyc.IntegrationTests/TagEkyc.IntegrationTests.csproj"
"TagEkyc"	"PASS_EVIDENCE"	"F1C166814198250A5B64F7E5A3F587ABEAAEB07E53A4FC401226704F67A6071D"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-c5-profile-final.trx"
"TagEkyc"	"EVIDENCE_RED"	"F8E163A35591FF5226ED89F36EE7674D294DDF94FA6FD84730E2EAC73C204FF5"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-consent-class-mutant.trx"
"TagEkyc"	"EVIDENCE_RED"	"118B1849DEA937CD3A7248CFE53C5550D4B46133914E5DEC0B78CD5674EC69A8"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-a3-fence-mutant.trx"
"TagEkyc"	"EVIDENCE_RED"	"A18FF863DE14328E7F58E5AA88DF9F647AD44F3242DB1C8EC563CD41EFEA3D2A"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-a4-valid-actor-mutant.trx"
"TagEkyc"	"EVIDENCE_RED"	"A631DF75C2376ED54DE01FA6C052D6D20B72686BFB9691212D3C33D48FBA3235"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-c5-authorize-scope-mutant.trx"
"TagEkyc"	"PASS_EVIDENCE"	"F43B938D7F599CD9750C50EEDC866565FF9C21C10E27D30241814E41EC0162DA"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-c5-b3-b4-c1-c4-http-chain.trx"
"TagEkyc"	"PASS_EVIDENCE"	"1529F0C112882C713888100316D57A0E9B74EFA7B309234AC463F0EEA3E9D6D9"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-c5-c1-c4-managed-chain-a2.trx"
"TagEkyc"	"PRODUCT_DEFECT_PREDECESSOR"	"F7B2B72A5A4A8BA343679A02B1D6BA4BB222777A57FEBF03AB5511B86D6AAA75"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-c5-c1-c4-managed-chain.trx"
"TagEkyc"	"KNOWN_TEST_DEBT"	"E89CCEB4D2A142318FB982A2BE1C5BE60F3DD5C329E216B7E9EB1C75597DC6D8"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-c5-full-restored.trx"
"TagEkyc"	"SUPERSEDED_RED"	"04DDEB835F039B28CFC0CE8789A9793F2564B826CFD7F12FB6C977D14C30EA91"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-c5-scope-successor-a2.trx"
"TagEkyc"	"PASS_EVIDENCE"	"B8EE688F647FDF1060FD3B5B45B1BDAE28C63EBA4603081FF2BBDDF3D92D2D61"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-c5-scope-successor-a3.trx"
"TagEkyc"	"SUPERSEDED_RED"	"7E928CB2DFCA112E05350DAC277643FC23CF87A5896BEF7DE9635B59161435CC"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-c5-scope-successor-baseline.trx"
"TagEkyc"	"PASS_EVIDENCE"	"A1EFEC1D9D3E17AD058E3F4DE42C41066483CECD63FE9028B618778169FCAD9E"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-credential-migration-roundtrip.trx"
"TagEkyc"	"PASS_EVIDENCE"	"061EB1E7EACD0A6CF4CC2E44D135ECF0082F712BBED5EC301D22606326ACCB11"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-f1-baseline.trx"
"TagEkyc"	"EVIDENCE_RED"	"EB62E7FF07AB26A0BC074BC3356D8819C624DED75B2F51F4BB138C76CCA6C9BC"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-f1-client-isolation-mutant.trx"
"TagEkyc"	"PASS_EVIDENCE"	"2456F153866E98128C03FA305EA1FE40B7377B06F6832AE184722CEFC1F66A4F"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-http-routes.trx"
"TagEkyc"	"PASS_EVIDENCE"	"116363C9E66FEE91DDAB85209AA140730F9167CE005B8C8B694D70BD4C0D1BB8"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-migration-discovery-a2.trx"
"TagEkyc"	"SUPERSEDED_RED"	"CE6B92E052ACDB10B5E1CB81227071175C4235DFD718A6A98EEFADC8500D3D08"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-migration-discovery.trx"
"TagEkyc"	"PASS_EVIDENCE"	"530BF485EF8A7EDD3D6F14827681DBD2533C9410C7A32833ED3B7DD49138CA1A"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-restored-joined-v2.trx"
"TagEkyc"	"PASS_EVIDENCE"	"A69B4A602FB5FBC4502EE3529843BC57CCD6EAE3AF42F1C775EA07EF7B9412C0"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-restored-joined.trx"
"TagEkyc"	"PASS_EVIDENCE"	"67A41D9CD5D114B22AA084719E798283BDBC31C75E1B0C6CD1A29647C3F59698"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-correction-standalone-client-decrypt.trx"
"TagEkyc"	"PASS_EVIDENCE"	"4A5EF812E5AAFBDC4F931045D0C97125E1BD227B13E20DD54AE2183F4533DF06"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-restored-final.trx"
"TagEkyc"	"PRODUCT_DEFECT_PREDECESSOR"	"64BAE37C2C67BD10B4654708F8D033474C2B895AACA1587CB73C56C294216809"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-same-job-e2e-a2.trx"
"TagEkyc"	"SUPERSEDED_RED"	"8A701286B7FA58F6B6AD41D3F57AEA7261623FEDE0C8679DAD6AAC64DB81893E"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-same-job-e2e-a3.trx"
"TagEkyc"	"SUPERSEDED_FIXTURE_RED"	"5760D33FF3A95070A7D8CD03EE706415C4B83C7022D78E90F46C35808A8052DA"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-same-job-e2e-a4.trx"
"TagEkyc"	"PRODUCT_DEFECT_PREDECESSOR"	"406420BAF7E800703DC428977025669978ACCF3B93FA555081C9909487B2359A"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-same-job-e2e-a5.trx"
"TagEkyc"	"PASS_EVIDENCE"	"47D06403EFC8D98FB8E74F5E8E71FD9EECE1AEEDFBEDD76FFE9B9F65C63008BA"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-same-job-e2e-a6.trx"
"TagEkyc"	"PASS_EVIDENCE"	"C8B702A7C18C0BF82A13884FE9602AAA3EC65B51E4EFA04FA88ED79754B94D87"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-same-job-e2e-final.trx"
"TagEkyc"	"PRODUCT_DEFECT_PREDECESSOR"	"B477426F09A836D5ADAB5147444D8F5739B60794D4FA7A54C7207D54A201B6CF"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery-correction/raw-export-delivery-same-job-e2e.trx"
"TagEkyc"	"SUPERSEDED_RED"	"B921C53665B7C97A76418996E72FEE1180FE81A22C74A74AD71C41E44CB296DB"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/a3-raw-export-work-source-current-v2.trx"
"TagEkyc"	"SUPERSEDED_RED"	"D566809A61A0BC3597BD2DDD9114AF323DB36E84B38BAC5469C44EAA31422AED"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/a3-raw-export-work-source-current-v3.trx"
"TagEkyc"	"SUPERSEDED_RED"	"1B997DC5BC20C29806D41C305108445525B12B3DBD84BEF3B996047520AB1601"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/a3-raw-export-work-source-current-v4.trx"
"TagEkyc"	"SUPERSEDED_RED"	"F6F85BA46FE8A9780D8C04BAB077C9D13FE73ED744FB59395B8DA5D79A15ACA1"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/a3-raw-export-work-source-current-v5.trx"
"TagEkyc"	"PASS_EVIDENCE"	"822F1A026BFB24EF4B3B6A2DFF85802D051088E0D7826502E6B3E3EB3DB4E388"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/a3-raw-export-work-source-current-v6.trx"
"TagEkyc"	"EXCLUDED_INFRASTRUCTURE_DIAGNOSTIC"	"E70050D1DA3E6E8D5921052B105430B3A79709C01BA1FE033F7367A7B9535371"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/a3-raw-export-work-source-current.trx"
"TagEkyc"	"PASS_EVIDENCE"	"A515C44F4B7052F7C3DAB2E0A57CE1938A049971B53AB467738122EDC75F22E1"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-client-production-codec.trx"
"TagEkyc"	"EVIDENCE_RED"	"44889FDCC2C9B1BF1AC6004F282278051A7A5602866C99255B31AE5F8FD8401E"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a10.trx"
"TagEkyc"	"PASS_EVIDENCE"	"D66EC84803CF6E272E3FE55B5A0541A560A46E710592C23F779961C4A7BB7BEF"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a12.trx"
"TagEkyc"	"SUPERSEDED_SENTINEL_FIXTURE_RED"	"7854E8A6DB659A110465D1AAF332447BF31A8AE8CD5E29D874DD738139963475"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a14.trx"
"TagEkyc"	"SUPERSEDED_SENTINEL_FIXTURE_RED"	"F63CCCD0F44E3CB4BE6ECE6FE6D2BFD1E14B3988634F8F8013EE8A80BA9730A3"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a15.trx"
"TagEkyc"	"SUPERSEDED_SENTINEL_FIXTURE_RED"	"0CE29C9E593B311FC02EFAC85899087E2CAE3D51148383ED79D2F806FCCBC24C"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a16.trx"
"TagEkyc"	"PASS_EVIDENCE"	"039467E8E2345A32F43FB5B1EB89A5F55D8CB50506E779B72B3F06CFFC599426"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a17.trx"
"TagEkyc"	"PASS_EVIDENCE"	"6F36E3A17D33245A7726B63EBF85B8A1BFB25083DE7F78F4CE8268C1AB715A93"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a18.trx"
"TagEkyc"	"SUPERSEDED_SENTINEL_FIXTURE_RED"	"AF856D194CE2A13ADCB913DFDB256BC804B23FBFCB4F84DF5653578BCB36EB97"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a19.trx"
"TagEkyc"	"PASS_EVIDENCE"	"7AE7BC5162D4CC22CAEAD574E4E03CA1704693AD0D20F3E2D5D7F258C2909956"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a2.trx"
"TagEkyc"	"PASS_EVIDENCE"	"F57B686D5BDB5D2155053B5E44B80A90AC3CE13B9458EDE1D72EFA090B622E94"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a20.trx"
"TagEkyc"	"PASS_EVIDENCE"	"F52F3001056FC65BCD06C4D5C4C7F367FD197CC442ECBCA0648E400DCE97D40E"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a21.trx"
"TagEkyc"	"EVIDENCE_RED"	"8CDA470D377212DF36E7FC01D2FECE98A84976311324DC6F4672CDCA73E38D92"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a3.trx"
"TagEkyc"	"EVIDENCE_RED"	"BAE90A5DA39D33A4DCDCB00E777D56E0D8BEA63755B3870D4D86217FEAACBD45"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a4.trx"
"TagEkyc"	"EVIDENCE_RED"	"5A63C9F03064347A11D5045C91469FC3B78A13A0B70B7F4062FDC775C8E45717"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a5.trx"
"TagEkyc"	"SUPERSEDED_FIXTURE_RED"	"834FA782EA337726E23DCBC9815B4D8C90EC9037142EE1C5AC392543556C2868"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a6.trx"
"TagEkyc"	"PASS_EVIDENCE"	"9EBA0E7B42D2554E3E12507A50F4075DE66C314E8649815FC7E8EA95B7F047F9"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a7.trx"
"TagEkyc"	"PASS_EVIDENCE"	"D576909D6E0375069756CA1960A1F2F56215DA3BDB299A1B440D0E8A1835A8DB"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a8.trx"
"TagEkyc"	"PASS_EVIDENCE"	"9BBF7FDB3AD311C608B46028D29092036CACF81B5576DC44A9AB0C2365BEA309"	"tests/TagEkyc.IntegrationTests/TestResults/raw-export-delivery/raw-export-delivery-a9.trx"
"TagEkyc"	"TEST_SOURCE"	"CD17B78A03E4C68B820B3C46332D8CBC2792DA2601026F2C234B2507158B3F75"	"tests/TagEkyc.IntegrationTests/Tip88C1B2R2DurableCustodyEncryptionTests.cs"
"TagEkyc"	"TEST_SOURCE"	"7B1FBEF1E8F045BEF397B144AC5C38986629BE90D607CE108C97ADF8E1E3EF08"	"tests/TagEkyc.IntegrationTests/Tip88C1C1ResolverAssemblyTests.cs"
"TagEkyc"	"TEST_SOURCE"	"512A04703B67519F09ACB50C406FDA5E00C6B89B7FCB244D046BDF5B44F754D1"	"tests/TagEkyc.IntegrationTests/Tip88C1C5RecipientManagementTests.cs"
"TagEkyc"	"TEST_SOURCE"	"B6B1C0A0FDA22A1C8F52B5912C313EFADB3B4560EE8F4D6134AD9DFD6FADD98F"	"tests/TagEkyc.IntegrationTests/Tip88C1C6BA1RawIngressBoundaryTests.cs"
"TagEkyc"	"TEST_SOURCE"	"2CCB57B75DCED6079E388040D3F7F3F76E69C392D3A43E8B930713DDCC96C3BD"	"tests/TagEkyc.IntegrationTests/Tip88C1C6BA3ClientServerAcceptanceTests.cs"
"TagEkyc"	"TEST_SOURCE"	"0CD9F7491852FD8EF4A68ABFAEA3D59B03CAC64EBFC18EE5B7D82FBDC299BE31"	"tests/TagEkyc.IntegrationTests/Tip88C1C6BA3ConsentRetentionTests.cs"
"TagEkyc"	"TEST_SOURCE"	"7FE3C5A2299933D3110B8E05D0020D8A7E44AF4B4E8504D653B265E38279B4CE"	"tests/TagEkyc.IntegrationTests/Tip88C1C6BA3MigrationTests.cs"
"TagEkyc"	"TEST_SOURCE"	"2D5916306154A9B37BE2F0EE692D9D25BEBF62CDA2A426B23709A119DDB8E214"	"tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2R6ClusterHttpTests.cs"
"TagEkyc"	"TEST_SOURCE"	"0CB0D98439E9413759DAB793E25226485FE9AB186D16D8CED29DE8781A7C22A3"	"tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2TerminalProjectionTests.cs"
"TagEkyc"	"CLIENT_EVIDENCE"	"23927341E69C62271C6E1486A28579C5EAB9A495A08A1CA0071F54B93E0B6F34"	"tests/TagEkyc.RawExport.Client.Tests/TagEkyc.RawExport.Client.Tests.csproj"
