id	path	sha256	total	passed	failed	skipped	failing_tests	first_assertion_or_exception	classification	guard_or_row	successor_trx	exclusion_reason	locator
BCFR011	server/tests/TagEkyc.IntegrationTests/TestResults/a3-broker-claim-p15-tombstone-red.trx	7F3F9EDD05A83D7B9FCB3B97C22EB3BF17960D2A89D59675D140DACBB0D314B5	6	5	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerClaimClusterTests.BrokerClaimFinalsTraverseSharedKestrelAgentWithoutReadingBody(row: "O15", expectedCode: "RAW_EXPORT_SOURCE_FINGERPRINT_CONFLICT")	Assert.Equal() Failure: Strings differ ↓ (pos 0) Expected: "ConflictTombstone" Actual: "Bound" ↑ (pos 0)	SUPERSEDED_RED		a3-broker-claim-p15-tombstone-final-source-red.trx		a3_broker_claim_cluster_execution_matrix_v1.md BC-D/BC-G7
BCFR012	server/tests/TagEkyc.IntegrationTests/TestResults/a3-broker-claim-p16-state-gate-red.trx	DDC84D5D808B288184F91A5D0826310028D4473CA5AA0B512439FA2398C3DB0C	6	5	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerClaimClusterTests.BrokerClaimFinalsTraverseSharedKestrelAgentWithoutReadingBody(row: "O16", expectedCode: "RAW_EXPORT_SOURCE_RESERVATION_BUSY")	TagEkyc.CaptureAgent.Core.CaptureAgentFlowException : NOT_READY	SUPERSEDED_RED		a3-broker-claim-p16-state-gate-final-source-red.trx		a3_broker_claim_cluster_execution_matrix_v1.md BC-D/BC-G8
BCFR013	server/tests/TagEkyc.IntegrationTests/TestResults/a3-broker-claim-process-kill-matrix-positive.trx	5916D46A7B34453009179F8A5838578BC49E5C6D6CEE0D66A43BC6AC1BABA22A	1	0	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerClaimClusterTests.BrokerClaimProcessKillMatrixUsesOneChildHarnessAndDurableReplay	TagEkyc.CaptureAgent.Core.CaptureAgentFlowException : NOT_READY	EXCLUDED_DIAGNOSTIC			The first B0 replay used a fixture journal bound to a placeholder origin rather than the actual loopback Kestrel origin, so the production Agent failed closed before the broker-claim assertion; the shared harness now starts Kestrel before creating the request fixture.	a3_broker_claim_cluster_execution_matrix_v1.md BC-E/BC-G9
BCFR014	server/tests/TagEkyc.IntegrationTests/TestResults/a3-broker-claim-process-kill-matrix-positive-v2.trx	140ED3D5C8C646542D0012177344842DAEAAD51D7EBF8DAE6B9D17D2EF95151C	1	0	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerClaimClusterTests.BrokerClaimProcessKillMatrixUsesOneChildHarnessAndDurableReplay	TagEkyc.CaptureAgent.Core.CaptureAgentFlowException : NOT_READY	EXCLUDED_DIAGNOSTIC			After correcting the journal origin, the B0 public replay still failed closed before the expected O14 assertion; the successor adds a non-substituting broker observation to identify the server-side exception.	a3_broker_claim_cluster_execution_matrix_v1.md BC-E/BC-G9
BCFR015	server/tests/TagEkyc.IntegrationTests/TestResults/a3-broker-claim-process-kill-matrix-positive-v3.trx	2825010049CBB37A8138B9DF3667E10A97E21C74F78267CECDCA46FF07CAB63A	1	0	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerClaimClusterTests.BrokerClaimProcessKillMatrixUsesOneChildHarnessAndDurableReplay	System.InvalidOperationException : BC_REPLAY_FAILED cut=B0 broker=exception:InvalidOperationException:RAW_EXPORT_CONTENT_COMMITMENT_PROVIDER_FAILURE ---- TagEkyc.CaptureAgent.Core.CaptureAgentFlowException : NOT_READY	EXCLUDED_DIAGNOSTIC			The replay lacked the distinct-alias successful broker seed required to establish the canonical source before exercising historic-key failure. The shared matrix now uses the same production seed arrangement as the accepted O14 positive control.	a3_broker_claim_cluster_execution_matrix_v1.md BC-E/BC-G9
BCFR016	server/tests/TagEkyc.IntegrationTests/TestResults/a3-broker-claim-process-kill-matrix-positive-v4.trx	83C1E2B9EE31EF1BEA3111498EE7156D8548755CE8C33AA52AFF39790AA17367	1	0	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerClaimClusterTests.BrokerClaimProcessKillMatrixUsesOneChildHarnessAndDurableReplay	Assert.Single() Failure: The collection contained 2 items Collection: ["alias:{\"AliasState\": \"Bound\", \"ProducerId\": "···, "alias:{\"AliasState\": \"Evaluating\", \"ProducerI"···]	EXCLUDED_DIAGNOSTIC			The B0 replay reached the expected production outcome and created exactly one new current alias in addition to the deliberate canonical-source seed alias. The residue assertion incorrectly required one total alias and was corrected to require baseline alias count plus one.	a3_broker_claim_cluster_execution_matrix_v1.md BC-E/BC-G9
BCFR017	server/tests/TagEkyc.IntegrationTests/TestResults/a3-broker-claim-six-outcome-final-source-positive.trx	A670F0D6F5B80EB52E8243EA161A81855D03EBCFE31EACD91B3EA9F5F39C709E	6	5	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerClaimClusterTests.BrokerClaimFinalsTraverseSharedKestrelAgentWithoutReadingBody(row: "O15", expectedCode: "RAW_EXPORT_SOURCE_FINGERPRINT_CONFLICT")	TagEkyc.CaptureAgent.Core.CaptureAgentFlowException : NOT_READY	EXCLUDED_DIAGNOSTIC			The migration source was byte-restored to the baseline SHA, but the no-build run exposed a stale P15-mutant test assembly. This is not restored GREEN evidence; the successor starts with a forced non-incremental rebuild on baseline source.	a3_broker_claim_cluster_execution_matrix_v1.md BC-D/BC-G7
BCFR018	server/tests/TagEkyc.IntegrationTests/TestResults/a3-broker-claim-p10-retry-time-final-source-red.trx	26812E7F98F28017ABB521367756ACDC03EE650F7963EF02C8413FABA74FD286	6	5	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerClaimClusterTests.BrokerClaimFinalsTraverseSharedKestrelAgentWithoutReadingBody(row: "O10", expectedCode: "RAW_EXPORT_SOURCE_CLAIM_EVALUATION_IN_PROGRESS")	Assert.Equal() Failure: Values differ Expected: 2026-09-19T08:45:12.7681640+00:00 Actual: 2026-09-19T08:45:02.8967990+00:00	EVIDENCE_RED	BC-G2 / P10			a3_broker_claim_cluster_execution_matrix_v1.md BC-A/BC-G2
BCFR019	server/tests/TagEkyc.IntegrationTests/TestResults/a3-broker-claim-p15-tombstone-final-source-red.trx	4B005CCCAAC0221A9196F02724DFB8D3E9601FCCAA09099C42A2423251D7EEFE	6	5	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerClaimClusterTests.BrokerClaimFinalsTraverseSharedKestrelAgentWithoutReadingBody(row: "O15", expectedCode: "RAW_EXPORT_SOURCE_FINGERPRINT_CONFLICT")	Assert.Equal() Failure: Strings differ ↓ (pos 0) Expected: "ConflictTombstone" Actual: "Bound" ↑ (pos 0)	EVIDENCE_RED	BC-G7 / P15			a3_broker_claim_cluster_execution_matrix_v1.md BC-D/BC-G7
BCFR020	server/tests/TagEkyc.IntegrationTests/TestResults/a3-broker-claim-p16-state-gate-final-source-red.trx	E70DD3603184CC70A3A270FBE69094568311B46528DB1DD9C3992285258ABE24	6	5	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerClaimClusterTests.BrokerClaimFinalsTraverseSharedKestrelAgentWithoutReadingBody(row: "O16", expectedCode: "RAW_EXPORT_SOURCE_RESERVATION_BUSY")	TagEkyc.CaptureAgent.Core.CaptureAgentFlowException : NOT_READY	EVIDENCE_RED	BC-G8 / P16			a3_broker_claim_cluster_execution_matrix_v1.md BC-D/BC-G8
