RecordKind	OutcomeCode	RowId	RequirementSummary	Phase	Authority	AuthorityStatus	ProductionProducers	ProducerCount	ProducerReachableInActivated	ReachabilityEvidence	SharedMechanism	ExistingProof	ProofStrength	ProofBoundary	RestoreEvidence	RestoredGate	AuditDisposition	ExactGap	ActivationBlockingBasis	Notes
OUTCOME_CODE	RAW_EXPORT_SOURCE_CLAIM_TOKEN_INVALID	P11 A3_S02_O11_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_SOURCE_CLAIM_TOKEN_INVALID requires 403 O at A3 broker P3 with Token never egresses; no body/target disclosure; restart internal begin.	A3 broker P3	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:180	CANDIDATE_ONLY	server/src/TagEkyc.Infrastructure/Persistence/Migrations/20260913120000_Tip88C1C6BA3RetainedIngressComposition.cs:1143	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	BROKER-CLAIM-TOKEN	NONE	NONE	NONE	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Decide whether the next public retry must re-enter internal begin after token-invalid; the joined retry is absent.	NOT_TRACED	Structural reachability assumes a future zero-open seal; current seal blocks Activated.
OUTCOME_CODE	RAW_EXPORT_SOURCE_CLAIM_RESTART_REQUIRED	NONE	RAW_EXPORT_SOURCE_CLAIM_RESTART_REQUIRED requires 409 O at A3 broker P3 with Preserve identity; next public retry restarts internal begin, not public upload-init.	A3 broker P3	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:181;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_proof_reconciliation_v0_2.md:132	HOMEOWNER_RATIFIED	server/src/TagEkyc.Infrastructure/Persistence/Migrations/20260913120000_Tip88C1C6BA3RetainedIngressComposition.cs:1248	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	BROKER-CLAIM-STATE	BrokerClaimFinalsTraverseSharedKestrelAgentWithoutReadingBody@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3BrokerClaimClusterTests.cs:42	MUTATION_DISCRIMINATED	SHIPPING_JOINED	NOT_TRACED	NONE	ALREADY_RATIFIED_COMPLETE	No remaining row closure work is asserted; any additional check would be beyond the ratified evidence.	NOT_TRACED	Already ratified; disposition describes only residual optional audit work.
OUTCOME_CODE	SOURCE_RETENTION_NOT_AUTHORIZED	NONE	SOURCE_RETENTION_NOT_AUTHORIZED requires 403 O at A3 P3 with Fresh rejection: no R1/key/object/read; no export-permit fallback.	A3 P3	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:182;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_proof_reconciliation_v0_2.md:133	HOMEOWNER_RATIFIED	server/src/TagEkyc.Infrastructure/Persistence/Migrations/20260913120000_Tip88C1C6BA3RetainedIngressComposition.cs:849	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	RETENTION-CURRENT-AUTHORITY	BrokerClaimFinalsTraverseSharedKestrelAgentWithoutReadingBody@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3BrokerClaimClusterTests.cs:42	MUTATION_DISCRIMINATED	SHIPPING_JOINED	NOT_TRACED	NONE	ALREADY_RATIFIED_COMPLETE	No remaining row closure work is asserted; any additional check would be beyond the ratified evidence.	NOT_TRACED	Already ratified; disposition describes only residual optional audit work.
OUTCOME_CODE	RAW_EXPORT_SOURCE_HISTORIC_COMMITMENT_KEY_UNAVAILABLE	NONE	RAW_EXPORT_SOURCE_HISTORIC_COMMITMENT_KEY_UNAVAILABLE requires 503 O at A3 P3 with No second source/read; recover exact historic key, never latest fallback.	A3 P3	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:183;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_proof_reconciliation_v0_2.md:134	HOMEOWNER_RATIFIED	server/src/TagEkyc.Infrastructure/Persistence/Migrations/20260913120000_Tip88C1C6BA3RetainedIngressComposition.cs:1691	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	BROKER-HISTORIC-SELECTOR	BrokerClaimFinalsTraverseSharedKestrelAgentWithoutReadingBody@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3BrokerClaimClusterTests.cs:42	MUTATION_DISCRIMINATED	SHIPPING_JOINED	NOT_TRACED	NONE	ALREADY_RATIFIED_COMPLETE	No remaining row closure work is asserted; any additional check would be beyond the ratified evidence.	NOT_TRACED	Already ratified; disposition describes only residual optional audit work.
OUTCOME_CODE	RAW_EXPORT_SOURCE_FINGERPRINT_CONFLICT	NONE	RAW_EXPORT_SOURCE_FINGERPRINT_CONFLICT requires 409 O at A3 P3 with Preserve bound alias/ConflictTombstone; no source disclosure/second source.	A3 P3	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:184;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_proof_reconciliation_v0_2.md:135	HOMEOWNER_RATIFIED	server/src/TagEkyc.Infrastructure/Persistence/Migrations/20260913120000_Tip88C1C6BA3RetainedIngressComposition.cs:1136	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	BROKER-CLAIM-TOMBSTONE	BrokerClaimFinalsTraverseSharedKestrelAgentWithoutReadingBody@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3BrokerClaimClusterTests.cs:42	MUTATION_DISCRIMINATED	SHIPPING_JOINED	NOT_TRACED	NONE	ALREADY_RATIFIED_COMPLETE	No remaining row closure work is asserted; any additional check would be beyond the ratified evidence.	NOT_TRACED	Already ratified; disposition describes only residual optional audit work.
OUTCOME_CODE	RAW_EXPORT_SOURCE_RESERVATION_BUSY	P16 A3_S02_O16_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_SOURCE_RESERVATION_BUSY requires 409 O at A3 P3 with Current owner unchanged; no second attempt/read; retry after exact lease/CAS conditions.	A3 P3	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:185	CANDIDATE_ONLY	server/src/TagEkyc.Infrastructure/Persistence/Migrations/20260913120000_Tip88C1C6BA3RetainedIngressComposition.cs:4515	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	BROKER-RESERVATION-STATE	NONE	NONE	NONE	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Decide whether independent lease owner revision and fence discrimination is required before Activated.	NOT_TRACED	Structural reachability assumes a future zero-open seal; current seal blocks Activated.
OUTCOME_CODE	RAW_EXPORT_SOURCE_ALREADY_AVAILABLE	NONE	RAW_EXPORT_SOURCE_ALREADY_AVAILABLE requires 200 S at A3 P3 with Durable original descriptor; no new body/key/object; release capacity.	A3 P3	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:186;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_proof_reconciliation_v0_2.md:137	HOMEOWNER_RATIFIED	server/src/TagEkyc.Infrastructure/Persistence/Migrations/20260913120000_Tip88C1C6BA3RetainedIngressComposition.cs:4471	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	PUBLICATION-REPLAY	R2R6HttpsPublicationReplayAndMismatchScenarios@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2R6ClusterHttpTests.cs:49	MUTATION_DISCRIMINATED	SHIPPING_JOINED	NOT_TRACED	NONE	ALREADY_RATIFIED_COMPLETE	No remaining row closure work is asserted; any additional check would be beyond the ratified evidence.	NOT_TRACED	Already ratified; disposition describes only residual optional audit work.
OUTCOME_CODE	RAW_EXPORT_SOURCE_TEMPORARILY_UNAVAILABLE	NONE	RAW_EXPORT_SOURCE_TEMPORARILY_UNAVAILABLE requires 503 O at A3 P4/P5 with Cleanup incomplete read/transport; not replay-stable terminal; next retry re-evaluates.	A3 P4/P5	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:187;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_proof_reconciliation_v0_2.md:138	HOMEOWNER_RATIFIED	server/src/TagEkyc.Infrastructure/RawExport/CaptureRuntimeSourcePipeline.cs:1421	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	R2-TRANSIENT-PROJECTION	R2R6HttpsPublicationReplayAndMismatchScenarios@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2R6ClusterHttpTests.cs:49	MUTATION_DISCRIMINATED	SHIPPING_JOINED	NOT_TRACED	NONE	ALREADY_RATIFIED_COMPLETE	No remaining row closure work is asserted; any additional check would be beyond the ratified evidence.	NOT_TRACED	Already ratified; disposition describes only residual optional audit work.
OUTCOME_CODE	CONTENT_COMMITMENT_MISMATCH	NONE	CONTENT_COMMITMENT_MISMATCH requires 422 O at A3 P6 with Clean complete body mismatch; exact terminal attempt/cleanup; no Available.	A3 P6	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:188;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_proof_reconciliation_v0_2.md:139	HOMEOWNER_RATIFIED	server/src/TagEkyc.Infrastructure/RawExport/RawExportR2FramedCiphertextStream.cs:356	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	R2-COMMITMENT-MISMATCH	R2R6HttpsPublicationReplayAndMismatchScenarios@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2R6ClusterHttpTests.cs:49	MUTATION_DISCRIMINATED	SHIPPING_JOINED	NOT_TRACED	NONE	ALREADY_RATIFIED_COMPLETE	No remaining row closure work is asserted; any additional check would be beyond the ratified evidence.	NOT_TRACED	Already ratified; disposition describes only residual optional audit work.
OUTCOME_CODE	RECAPTURE_REQUIRED	NONE	RECAPTURE_REQUIRED requires 409 O server only at A3 P4–P6 or client-local with Server exact-attempt terminal; local lost/expired buffer makes no call/DB mutation.	A3 P4–P6 or client-local	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:189;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_proof_reconciliation_v0_2.md:140	HOMEOWNER_RATIFIED	server/src/TagEkyc.Infrastructure/RawExport/CaptureRuntimeSourcePipeline.cs:1475;agent/src/TagEkyc.CaptureAgent.Core/RawExportRetainedSubmissionOwner.cs:64	2	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	R2-RECAPTURE	R2R6HttpsPublicationReplayAndMismatchScenarios@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2R6ClusterHttpTests.cs:49	MUTATION_DISCRIMINATED	SHIPPING_JOINED	NOT_TRACED	NONE	ALREADY_RATIFIED_COMPLETE	No remaining row closure work is asserted; any additional check would be beyond the ratified evidence.	NOT_TRACED	Already ratified; disposition describes only residual optional audit work.
OUTCOME_CODE	RAW_EXPORT_SOURCE_RESUME_PENDING	NONE	RAW_EXPORT_SOURCE_RESUME_PENDING requires 202 O at A3 P6 with Preserve complete ciphertext; no body resend/R2 restart; deterministic continuation.	A3 P6	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:190;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_proof_reconciliation_v0_2.md:141	HOMEOWNER_RATIFIED	server/src/TagEkyc.Infrastructure/RawExport/CaptureRuntimeSourcePipeline.cs:1440	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	R4-PRESERVED-CIPHERTEXT	R2R6HttpsPublicationReplayAndMismatchScenarios@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2R6ClusterHttpTests.cs:49	MUTATION_DISCRIMINATED	SHIPPING_JOINED	NOT_TRACED	NONE	ALREADY_RATIFIED_COMPLETE	No remaining row closure work is asserted; any additional check would be beyond the ratified evidence.	NOT_TRACED	Already ratified; disposition describes only residual optional audit work.
